priority_rank,risk_score,risk_score_100,risk_band,risk_percentile_group,recommended_action,actual_fraud,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_duration_days,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,is_night_incident,multi_vehicle_flag
825,0.039199635640658724,3.92,Low,Low,Monitor,0,300,49,IL,100/300,1000,1441.21,0,FEMALE,PhD,farming-fishing,kayaking,wife,0,0,Vehicle Theft,,Trivial Damage,,SC,Columbus,3,1,NO,1,0,NO,7080,1180,1180,4720,Nissan,Maxima,2001,6958,4.912538769506178,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,0
826,0.03908113782689701,3.91,Low,Low,Monitor,0,250,43,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,exercise,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,2,1,NO,0,3,,64200,10700,10700,42800,Ford,F150,2002,9064,41.71377334216989,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,0
827,0.03907587586305896,3.91,Low,Low,Monitor,0,235,42,IN,250/500,500,1072.62,0,FEMALE,Masters,machine-op-inspct,exercise,husband,39900,-60200,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,7,4,,2,1,YES,69100,6910,6910,55280,Toyota,Highlander,2006,8915,64.42169640692883,0.1,0.1,0.8,0,1
828,0.03905576386773601,3.91,Low,Low,Monitor,0,292,42,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,2874,53.26717960987772,0.2,0.1,0.7,0,1
829,0.03873262317211553,3.87,Low,Low,Monitor,0,27,28,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,camping,wife,0,0,Parked Car,,Trivial Damage,Police,WV,Riverwood,4,1,,2,0,,3200,400,400,2400,Jeep,Grand Cherokee,2012,8240,2.9782125140767075,0.125,0.125,0.75,1,0
830,0.03871770998174576,3.87,Low,Low,Monitor,0,439,56,OH,100/300,500,1280.9,0,MALE,High School,armed-forces,video-games,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,9,1,NO,2,0,,50000,15000,5000,30000,Jeep,Wrangler,2009,6473,39.03505347802327,0.3,0.1,0.6,0,0
831,0.03832949270563567,3.83,Low,Low,Monitor,0,75,25,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,23,2,,2,3,YES,65100,6510,6510,52080,Saab,93,2011,1143,46.83924999640252,0.1,0.1,0.8,1,1
832,0.03748379390522139,3.75,Low,Low,Monitor,0,280,45,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999,1287,60.61516667024405,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,1
833,0.03714289865598025,3.71,Low,Low,Monitor,0,40,39,IN,500/1000,1000,1248.25,4000000,FEMALE,College,sales,hiking,own-child,0,-33300,Parked Car,,Minor Damage,Police,VA,Northbrook,8,1,NO,0,2,,8760,1460,1460,5840,BMW,3 Series,2013,5058,7.017824954936912,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,0
834,0.03710109687376391,3.71,Low,Low,Monitor,0,253,44,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,45800,0,Parked Car,,Trivial Damage,,SC,Arlington,9,1,NO,0,3,,5400,600,600,4200,Chevrolet,Malibu,1998,2834,7.5050033355570385,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
835,0.03703642408048786,3.7,Low,Low,Monitor,0,296,42,IN,250/500,2000,1219.27,0,MALE,Associate,tech-support,paintball,husband,53100,-63400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,9,3,YES,1,2,NO,64080,7120,7120,49840,Saab,93,2012,4355,52.55603762907313,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
836,0.03664759047430756,3.66,Low,Low,Monitor,0,104,30,OH,100/300,500,1052.85,0,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100,Vehicle Theft,,Minor Damage,Police,WV,Riverwood,8,1,NO,0,0,YES,4800,960,480,3360,BMW,3 Series,2006,1651,4.559053996295769,0.2,0.1,0.7,0,0
837,0.036635108763140266,3.66,Low,Low,Monitor,0,24,33,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002,6945,24.338998564623164,0.1,0.2,0.7,1,0
838,0.03649960702075202,3.65,Low,Low,Monitor,0,247,39,IL,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,dancing,wife,0,0,Parked Car,,Trivial Damage,Police,SC,Northbend,3,1,,2,3,,3300,600,0,2700,Dodge,RAM,2003,7750,4.092718681400454,0.1818181818181818,0.0,0.8181818181818182,1,0
839,0.03628210712736784,3.63,Low,Low,Monitor,0,245,40,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,0,1,YES,0,1,NO,85150,13100,13100,58950,Chevrolet,Malibu,1998,4893,96.20599267862792,0.1538461538461538,0.1538461538461538,0.6923076923076923,1,0
840,0.03623294350035673,3.62,Low,Low,Monitor,1,29,25,IL,250/500,2000,1352.83,0,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,4,4,YES,1,2,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013,82,47.96611547644567,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,1
841,0.03616581845551022,3.62,Low,Low,Monitor,0,245,44,IL,500/1000,1000,1168.2,0,MALE,JD,handlers-cleaners,basketball,husband,69100,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Springfield,23,3,NO,0,3,NO,44280,7380,3690,33210,Honda,Accord,1997,7804,37.90446841294299,0.1666666666666666,0.0833333333333333,0.75,1,1
842,0.035593118967359685,3.56,Low,Low,Monitor,0,280,41,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,exercise,husband,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,10,3,,0,3,YES,53020,9640,9640,33740,Toyota,Corolla,1999,7377,46.49612824582789,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
843,0.035552536366537865,3.56,Low,Low,Monitor,0,159,37,IL,500/1000,1000,894.4,0,MALE,Associate,tech-support,camping,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,13,1,YES,2,0,NO,70290,7810,7810,54670,Dodge,RAM,1999,5976,78.58899821109124,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
844,0.03522915044140845,3.52,Low,Low,Monitor,0,230,41,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,19,3,,2,0,,53040,4420,4420,44200,Audi,A3,2006,8457,36.22876580397943,0.0833333333333333,0.0833333333333333,0.8333333333333334,0,1
845,0.035154885369673976,3.52,Low,Low,Monitor,0,179,32,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,,0,1,,53100,5900,5900,41300,Suburu,Impreza,2006,6618,42.59312734623159,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
846,0.03491085139981651,3.49,Low,Low,Monitor,0,259,45,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,23,1,,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,2935,74.70193265082081,0.0909090909090909,0.0909090909090909,0.8181818181818182,1,0
847,0.03483112323709749,3.48,Low,Low,Monitor,0,241,39,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,3587,29.76454908929365,0.125,0.125,0.75,0,1
848,0.034652312280138625,3.47,Low,Low,Monitor,0,98,31,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,3,1,,2,0,,64080,7120,7120,49840,Ford,Escape,1997,9123,95.36849624955352,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
849,0.03456081118436632,3.46,Low,Low,Monitor,0,273,47,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,NO,1,3,,39800,7960,3980,27860,Jeep,Wrangler,2014,1215,33.47238108053556,0.2,0.1,0.7,1,1
850,0.034342395327183896,3.43,Low,Low,Monitor,0,103,29,OH,500/1000,500,914.85,0,MALE,Associate,prof-specialty,base-jumping,other-relative,72100,0,Parked Car,,Minor Damage,Police,OH,Columbus,5,1,NO,2,3,NO,7110,790,1580,4740,Accura,MDX,2005,7478,7.771765863256271,0.1111111111111111,0.2222222222222222,0.6666666666666666,1,0
851,0.034202422524927896,3.42,Low,Low,Monitor,0,449,57,OH,250/500,2000,1440.68,0,MALE,Associate,tech-support,movies,own-child,25000,0,Parked Car,,Minor Damage,,SC,Riverwood,8,1,YES,0,1,YES,5390,980,980,3430,Volkswagen,Passat,2008,5777,3.741288835827526,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
852,0.0340014103370648,3.4,Low,Low,Monitor,0,461,61,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,exercise,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,10,3,,2,1,YES,72100,7210,14420,50470,Jeep,Wrangler,2006,3523,51.39903760470504,0.1,0.2,0.7,0,1
853,0.03372881878096435,3.37,Low,Low,Monitor,0,109,29,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,NO,1,3,YES,91080,16560,16560,57960,Jeep,Wrangler,1995,3065,90.421729807005,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
854,0.03284914370625095,3.28,Low,Low,Monitor,0,107,31,IL,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,yachting,own-child,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,21,3,YES,1,2,,93730,14420,21630,57680,Honda,CRV,2001,7368,92.0067142422428,0.1538461538461538,0.2307692307692307,0.6153846153846154,0,1
855,0.0326112627021868,3.26,Low,Low,Monitor,0,124,32,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003,3113,44.02194230607839,0.1,0.1,0.8,1,0
856,0.03259880262248643,3.26,Low,Low,Monitor,0,78,31,OH,250/500,1000,1377.23,0,FEMALE,Masters,armed-forces,kayaking,unmarried,72600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,1,3,,2,1,,52290,5810,11620,34860,Nissan,Maxima,1997,8734,37.96751450375028,0.1111111111111111,0.2222222222222222,0.6666666666666666,1,1
857,0.03249900782999747,3.25,Low,Low,Monitor,0,252,46,IN,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,22,3,NO,0,2,NO,89520,14920,14920,59680,Audi,A3,2014,6635,83.92237742570545,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
858,0.03249030501538561,3.25,Low,Low,Monitor,0,63,24,OH,250/500,2000,1620.89,0,FEMALE,High School,handlers-cleaners,movies,other-relative,0,0,Vehicle Theft,,Minor Damage,Police,NC,Hillsdale,7,1,NO,2,0,NO,6120,1020,1020,4080,Toyota,Corolla,2015,7696,3.7757034715495807,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,0
859,0.03239947523789002,3.24,Low,Low,Monitor,0,140,31,IN,500/1000,500,708.64,6000000,MALE,High School,machine-op-inspct,reading,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,9,1,NO,0,2,YES,77880,14160,7080,56640,Suburu,Legacy,2015,3704,109.90065477534432,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
860,0.0320428197258289,3.2,Low,Low,Monitor,0,156,37,OH,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,hiking,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,17,3,,1,1,YES,77440,14080,7040,56320,Suburu,Legacy,1999,8496,71.27604741918857,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
861,0.03203497670005541,3.2,Low,Low,Monitor,0,465,63,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,board-games,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,7,1,NO,0,3,,43560,4840,4840,33880,Suburu,Legacy,2015,1120,43.25762917208712,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
862,0.03167954662040355,3.17,Low,Low,Monitor,0,176,39,OH,250/500,500,1365.46,4000000,MALE,College,armed-forces,sleeping,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,Silverado,2008,1538,32.4286321093258,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
863,0.03160199975291254,3.16,Low,Low,Monitor,0,120,35,OH,100/300,1000,1425.54,0,FEMALE,High School,transport-moving,bungie-jumping,other-relative,78300,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,22,3,NO,2,0,NO,51210,11380,5690,34140,Ford,Fusion,2010,5095,35.92322909213351,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1
864,0.03159614429583656,3.16,Low,Low,Monitor,0,180,36,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,7,3,YES,2,1,,69630,12660,6330,50640,Toyota,Corolla,1998,47,54.72077707747198,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
865,0.031416686442830785,3.14,Low,Low,Monitor,0,151,36,OH,250/500,2000,870.63,0,FEMALE,MD,adm-clerical,kayaking,own-child,94800,-58500,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,12,3,NO,1,1,NO,62920,11440,5720,45760,Ford,Escape,2000,3601,72.26950598991534,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
866,0.03112990786587972,3.11,Low,Low,Monitor,0,215,35,IL,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,Vehicle Theft,,Trivial Damage,,WV,Columbus,6,1,,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,3866,2.3458325928558734,0.0833333333333333,0.1666666666666666,0.75,0,0
867,0.0309716522543341,3.1,Low,Low,Monitor,0,47,37,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,not-in-family,75400,0,Parked Car,,Minor Damage,,NY,Hillsdale,18,1,NO,1,0,NO,6700,670,670,5360,Jeep,Wrangler,2011,2486,5.394655265425091,0.1,0.1,0.8,0,0
868,0.030700765946587837,3.07,Low,Low,Monitor,0,32,38,IL,100/300,500,1006.77,6000000,FEMALE,College,other-service,sleeping,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,X6,1997,1793,70.42323470107374,0.2,0.1,0.7,0,1
869,0.03053768794775296,3.05,Low,Low,Monitor,0,222,40,IL,100/300,1000,1226.78,0,MALE,JD,armed-forces,camping,unmarried,49600,-49200,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,17,2,YES,2,0,,81500,16300,8150,57050,BMW,3 Series,2013,759,66.43407946004989,0.2,0.1,0.7,0,1
870,0.03027917455965799,3.03,Low,Low,Monitor,0,70,28,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,yachting,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,14,4,NO,1,0,YES,31680,3520,3520,24640,Toyota,Camry,2006,4127,24.00345504277131,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
871,0.03014809066821387,3.01,Low,Low,Monitor,0,130,28,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010,8460,84.75302796191995,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,1
872,0.029822799462235275,2.98,Low,Low,Monitor,0,122,33,IL,250/500,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,Parked Car,,Trivial Damage,,NY,Hillsdale,1,1,NO,0,1,NO,5060,460,920,3680,Nissan,Ultima,2003,8655,4.092195713708047,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,0
873,0.029813103204102975,2.98,Low,Low,Monitor,0,224,42,OH,500/1000,500,1212.75,0,FEMALE,College,prof-specialty,kayaking,own-child,0,-51400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,11,1,,0,0,YES,55200,9200,13800,32200,Honda,Civic,1998,3614,45.51638837353123,0.1666666666666666,0.25,0.5833333333333334,0,0
874,0.029796327789063038,2.98,Low,Low,Monitor,0,9,30,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,12,1,,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,7603,79.79847834387193,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
875,0.029496716424427746,2.95,Low,Low,Monitor,0,285,44,IL,500/1000,1000,1594.45,0,MALE,High School,handlers-cleaners,bungie-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,17,2,YES,2,3,NO,55680,6960,6960,41760,Saab,95,2006,215,34.921132678980214,0.125,0.125,0.75,0,1
876,0.029026676608273003,2.9,Low,Low,Monitor,0,160,33,IL,500/1000,1000,1422.78,0,FEMALE,High School,exec-managerial,exercise,husband,61600,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,17,3,,2,3,YES,52800,5280,5280,42240,Nissan,Pathfinder,2006,2172,37.11044574705858,0.1,0.1,0.8,0,1
877,0.02881686983133337,2.88,Low,Low,Monitor,0,115,30,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,12,3,NO,1,0,YES,49140,5460,5460,38220,Ford,F150,2007,5275,27.964785085447957,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
878,0.02878595442775249,2.88,Low,Low,Monitor,0,354,48,IL,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,12,1,,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995,4288,59.13073107443108,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,0
879,0.028651519152961963,2.87,Low,Low,Monitor,0,199,41,OH,250/500,1000,895.83,0,FEMALE,Associate,sales,paintball,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,10,1,NO,1,2,NO,30100,3010,0,27090,Chevrolet,Malibu,1999,7009,33.60012502372102,0.1,0.0,0.9,0,0
880,0.028626770233329574,2.86,Low,Low,Monitor,0,241,39,IL,250/500,2000,1042.26,0,MALE,JD,sales,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,21,3,NO,1,2,,19080,4240,2120,12720,Saab,93,1995,6815,18.306372690115712,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1
881,0.028440906085098767,2.84,Low,Low,Monitor,0,428,54,IN,100/300,2000,1506.21,0,MALE,Masters,transport-moving,kayaking,unmarried,0,-24400,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,16,3,NO,1,0,,76560,12760,6380,57420,Nissan,Ultima,2009,4005,50.829565598422526,0.1666666666666666,0.0833333333333333,0.75,0,1
882,0.02830665573717051,2.83,Low,Low,Monitor,0,50,44,OH,250/500,2000,1188.51,0,MALE,College,handlers-cleaners,bungie-jumping,unmarried,0,-65800,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,15,3,,1,2,NO,61100,6110,12220,42770,Dodge,Neon,2008,5195,51.40890695071981,0.1,0.2,0.7,0,1
883,0.02764126644872467,2.76,Low,Low,Monitor,0,290,42,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,2013,365,48.486317767205065,0.1,0.2,0.7,0,0
884,0.02756919222901398,2.76,Low,Low,Monitor,0,200,40,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,45300,-20400,Vehicle Theft,,Minor Damage,Police,VA,Riverwood,9,1,,0,0,NO,3690,410,410,2870,Ford,Escape,2015,1696,2.5636750177164536,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
885,0.02751971982521643,2.75,Low,Low,Monitor,0,187,34,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,,0,0,,45100,8200,4100,32800,Nissan,Pathfinder,2011,4349,36.59021394322432,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
886,0.02743367479616267,2.74,Low,Low,Monitor,0,165,36,IL,250/500,2000,1247.87,0,MALE,Masters,armed-forces,golf,husband,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 Series,2008,1566,36.62240457739989,0.1,0.1,0.8,0,1
887,0.027233967995645418,2.72,Low,Low,Monitor,0,27,27,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,23,1,,1,3,,61560,6840,6840,47880,Ford,Fusion,2008,4625,55.02520647860131,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
888,0.027033116939410195,2.7,Low,Low,Monitor,0,303,46,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006,3681,77.40361564712187,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,1
889,0.026596098649813684,2.66,Low,Low,Monitor,0,194,34,IL,250/500,1000,1193.45,0,MALE,JD,other-service,hiking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,11,1,,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,3897,49.2689262222967,0.2,0.1,0.7,0,0
890,0.025980273473199006,2.6,Low,Low,Monitor,0,264,43,IL,500/1000,2000,1353.33,0,MALE,Associate,adm-clerical,video-games,not-in-family,0,-8500,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,9,3,YES,2,0,NO,95150,17300,17300,60550,Ford,Escape,2007,390,70.30805494594814,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
891,0.02595715271361626,2.6,Low,Low,Monitor,0,147,34,IL,500/1000,1000,1275.81,0,MALE,High School,sales,dancing,wife,0,-48300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,13,1,YES,2,2,,101010,15540,15540,69930,Mercedes,ML350,1998,1450,79.17323112375668,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,0
892,0.02592621676722511,2.59,Low,Low,Monitor,0,36,37,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,20,3,YES,1,3,,48780,5420,10840,32520,Dodge,Neon,2008,463,43.71712029825866,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,1
893,0.025614494027099248,2.56,Low,Low,Monitor,0,103,27,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,YES,1,1,NO,77700,7770,15540,54390,Jeep,Wrangler,2008,2623,50.54217376880696,0.1,0.2,0.7,0,1
894,0.025278050019887952,2.53,Low,Low,Monitor,0,143,34,IL,100/300,500,1442.27,0,MALE,College,priv-house-serv,exercise,wife,67900,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,10,1,,2,3,YES,58500,11700,5850,40950,Dodge,RAM,1999,335,40.56105999570122,0.2,0.1,0.7,0,0
895,0.025200826830684777,2.52,Low,Low,Monitor,0,337,53,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001,5386,71.65010863616008,0.1666666666666666,0.0833333333333333,0.75,0,0
896,0.024908585914832887,2.49,Low,Low,Monitor,0,225,39,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,Parked Car,,Trivial Damage,,SC,Northbrook,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011,6892,4.192073170731708,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
897,0.024639259540083537,2.46,Low,Low,Monitor,0,121,31,IL,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,3 Series,2002,2884,61.44183506280721,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
